 78   6  24	 60  30  15	
 78   6  24	 66  18  14	
 72  17  36	 80   2  30	
 48  31  16	 78   7   1	
 48  31  16	 47  53  45	
 61  32  30	 42  46  22	
 61  32  30	 36  51  36	
 61  32  30	 76   7   5	
 61  32  30	 79   5   6	
 61  32  30	 60  30  15	
 64  28  41	 76   3  29	
 64  28  41	 72   2  25	
 77   3  24	 77   4  28	
 77   3  24	 63  25  41	
 77   3  24	 72   4  29	
 78   7   1	 47  53  45	
 47  53  45	 77  10   3	
 76   3  29	 63  25  41	
 36  51  36	 76   7   5	
 77   4  28	 63  25  41	
 63  25  41	 72   4  29	
 63  25  41	 72   2  25	
 63  25  41	 72   4  32	
 63  25  41	 74  -0  30	
 77  10   3	 52  35  24	
 77  10   3	 42  47  33	
 77  10   3	 77   6  -0	
 77  10   3	 37  53  39	
 77  10   3	 61  33  18	
 77  10   3	 81   5  -2	
 77  10   3	 34  45  25	
 77  10   3	 47  54  46	
 77  10   3	 33  31   9	
 72   2  25	 72   5   3	
 72   2  25	 24   7  10	
 72   2  25	 73   0  27	
 72   2  25	 72   5  28	
 72   2  25	 30   2   7	
 79   5   6	 60  30  15	
 34  33  16	 42  47  33	
 34  33  16	 43  56  41	
 34  33  16	 71   7  -6	
 52  35  24	 77   6  -0	
 60  30  15	 48  54  50	
 42  47  33	 43  56  41	
 48  54  50	 66  18  14	
 48  54  50	 76   7   5	
 43  56  41	 74  13   1	
 43  56  41	 81   4  -3	
 72   5   3	 66  18  14	
 72   5   3	 24   7  10	
 72   5   3	 49  39  25	
 66  18  14	 49  39  25	
 77   6  -0	 37  53  39	
 77   6  -0	 74   8   1	
 77   6  -0	 33  47  30	
 77   6  -0	 53  34  12	
 24   7  10	 49  39  25	
 24   7  10	 53  19   2	
 37  53  39	 53  34  12	
 74  13   1	 81   4  -3	
 74  13   1	 25  36  12	
 74  13   1	 78   6  -6	
 74  13   1	 73   7  -8	
 81   4  -3	 61  33  18	
 49  39  25	 76   7   5	
 49  39  25	 74   9   4	
 49  39  25	 53  19   2	
 61  33  18	 78   6  -6	
 74   8   1	 33  47  30	
 74   8   1	 59  36  35	
 33  47  30	 53  34  12	
 33  47  30	 74   9   4	
 33  47  30	 75   7   1	
 33  47  30	 73  13  12	
 76   7   5	 59  36  35	
 76   7   5	 74   9   4	
 25  36  12	 50  23  -5	
 25  36  12	 73   7  -8	
 78   6  -6	 50  23  -5	
 78   6  -6	 34  45  25	
 53  34  12	 81   5  -2	
 53  34  12	 75   7   1	
 50  23  -5	 74  10  -3	
 59  36  35	 74   9   4	
 73   7  -8	 49  27  10	
 74   9   4	 53  19   2	
 74   9   4	 71  10   7	
 74   9   4	 73  13  12	
 53  19   2	 22  23  17	
 53  19   2	 71  10   7	
 53  19   2	 75   6   1	
 81   5  -2	 55  40  30	
 81   5  -2	 47  54  49	
 75   7   1	 55  40  30	
 75   7   1	 47  54  49	
 75   7   1	 73  13  12	
 75   7   1	 52  30  16	
 75   7   1	 31  48  34	
 49  27  10	 74  10  -3	
 49  27  10	 72   7 -10	
 22  23  17	 30   2   7	
 22  23  17	 40  42  29	
 22  23  17	 73   3  -1	
 22  23  17	 40  52  43	
 22  23  17	 31  40  24	
 34  45  25	 74  10  -3	
 34  45  25	 47  54  46	
 34  45  25	 74   7  -1	
 34  45  25	 76   6  -8	
 34  45  25	 75   5  -8	
 34  45  25	 70   9  -6	
 55  40  30	 47  54  49	
 55  40  30	 69  16   4	
 71  10   7	 73  13  12	
 71  10   7	 75   6   1	
 71  10   7	 36  45  29	
 71  10   7	 70   8   1	
 71  10   7	 40  42  29	
 47  54  49	 69  16   4	
 47  54  49	 74   7  -1	
 47  54  49	 78   3  -1	
 74  10  -3	 46  50  43	
 73  13  12	 36  45  29	
 75   6   1	 40  42  29	
 33  31   9	 74   7  -1	
 74   7  -1	 51  49  47	
 74   7  -1	 67  10   1	
 74   7  -1	 22  25  13	
 46  15  -5	 72   7 -10	
 36  45  29	 70   8   1	
 70   8   1	 40  42  29	
 70   8   1	 31  48  34	
 46  50  43	 72   7 -10	
 46  50  43	 59  30  13	
 72   7 -10	 59  30  13	
 72   7 -10	 22  25  13	
 72   7 -10	 28  34  12	
 76   6  -8	 59  30  13	
 76   6  -8	 75   5  -8	
 76   6  -8	 22  25  13	
 78   3  -1	 52  30  16	
 40  42  29	 73   3  -1	
 40  42  29	 40  52  43	
 51  49  47	 52  30  16	
 52  30  16	 31  48  34	
 52  30  16	 67  10   1	
 31  48  34	 67  10   1	
 75   5  -8	 70   9  -6	
 70   9  -6	 33  48  33	
 40  52  43	 22  25  13	
 22  25  13	 33  48  33	
 22  25  13	 28  34  12	
 22  25  13	 31  40  24	
 36   8  14	 55   4  17	
 36   8  14	 40  12  12	
 55   4  17	 52  17  27	
 55   4  17	 40  12  12	
 52  17  27	 40  12  12	
 40  12  12	 61  13  23	
 40  12  12	 54   5   4	
 40  12  12	 43   7  20	
 40  12  12	 43   5   0	
 40  12  12	 30  11  21	
 40  12  12	 28   9  17	
 40  12  12	 28  11  26	
 40  12  12	 27   8  17	
 43  14   3	 54  13  11	
 43  14   3	 71   0  -7	
 54  13  11	 53  21  26	
 54  13  11	 39  15  31	
 54  13  11	 71   0  -7	
 54  13  11	 62   7   7	
 54  13  11	 61  13  23	
 53  21  26	 50   5 -34	
 53  21  26	 39  15  31	
 53  21  26	 47  14   2	
 50   5 -34	 52  12  23	
 50   5 -34	 47  14   2	
 52  12  23	 39  15  31	
 52  12  23	 61   0 -25	
 39  15  31	 51   1  -9	
 39  15  31	 56   4  16	
 39  15  31	 47  14   2	
 39  15  31	 42   8  16	
 39  15  31	 53  20  35	
 39  15  31	 57   3  -4	
 39  15  31	 55   5  10	
 39  15  31	 44   8   6	
 39  15  31	 46   8  35	
 39  15  31	 38  17  36	
 39  15  31	 43   5  13	
 39  15  31	 44  10 -20	
 39  15  31	 31  17  32	
 39  15  31	 42   5  -5	
 51   1  -9	 50  13 -50	
 51   1  -9	 49  -2 -16	
 50  13 -50	 49  -2 -16	
 50  13 -50	 59   5 -22	
 50  13 -50	 51   6 -33	
 50  13 -50	 44  10 -20	
 50  13 -50	 33  17 -39	
 56   4  16	 61   0 -25	
 56   4  16	 42   8  16	
 61   0 -25	 42   8  16	
 43   7  20	 57   3  -4	
 43   7  20	 28   9  17	
 57   3  -4	 55   5  10	
 57   3  -4	 43   5  13	
 57   3  -4	 28   9  17	
 57   3  -4	 52  -0   3	
 57   3  -4	 42   5  -5	
 59   5 -22	 44   8   6	
 44   8   6	 51   6 -33	
 51   6 -33	 46   8  35	
 44  10 -20	 33  17 -39	
 66  -9  23	 91  -8  17	
 93  -8  38	 76  11  34	
 93  -8  38	 91  -8  17	
 93  -8  38	 79 -35  53	
 93  -8  38	 90 -19  41	
 93  -8  38	 49  20  32	
 93  -8  38	 83   2  25	
 93  -8  38	 90  -2  23	
 93  -8  38	 85  -2  34	
 93  -8  38	 60  14  39	
 93  -8  38	 88  -4  31	
 93  -8  38	 82 -10  48	
 93  -8  38	 80   5  46	
 93  -8  38	 67  28  41	
 93  -8  38	 82  -8  55	
 93  -8  38	 82  -2  58	
 93  -8  38	 61  32  55	
 93  -8  38	 56  27  52	
 93  -8  38	 71  18  61	
 76  11  34	 63  23  33	
 76  11  34	 45  38  35	
 76  11  34	 59  29  40	
 63  23  33	 45  38  35	
 79 -35  53	 90 -19  41	
 49  20  32	 83   2  25	
 83   2  25	 60  14  39	
 83   2  25	 33   9  26	
 83   2  25	 74  13  14	
 83   2  25	 53  32  45	
 83   2  25	 70  12  27	
 83   2  25	 39  34  32	
 83   2  25	 59  22  35	
 83   2  25	 50  21  33	
 83   2  25	 42  37  44	
 83   2  25	 67   7  24	
 60  14  39	 88  -4  31	
 82 -10  48	 33   9  26	
 82 -10  48	 65  18  51	
 80   5  46	 67  28  41	
 80   5  46	 82  -8  55	
 80   5  46	 61  32  55	
 80   5  46	 71  10  55	
 80   5  46	 41  36  32	
 65  18  51	 53  32  45	
 65  18  51	 50  21  33	
 65  18  51	 42  37  44	
 65  18  51	 68   7  59	
 65  18  51	 33  28  34	
 65  18  51	 48  30  47	
 65  18  51	 77 -13  39	
 65  18  51	 33  24  34	
 65  18  51	 54  19  39	
 65  18  51	 70 -13  41	
 65  18  51	 45  15  32	
 65  18  51	 60  13  49	
 65  18  51	 49  21  46	
 82  -2  58	 56  27  52	
 82  -2  58	 71  18  61	
 82  -2  58	 71  10  55	
 82  -2  58	 76 -11  40	
 82  -2  58	 57  12  46	
 82  -2  58	 82 -15  55	
 70  12  27	 39  34  32	
 39  34  32	 59  22  35	
 71  10  55	 41  36  32	
 76 -11  40	 30  21  28	
 41  36  32	 30  21  28	
 41  36  32	 82 -15  55	
 41  36  32	 33  24  34	
 41  36  32	 43  24  36	
 41  36  32	 33  17  29	
 50  21  33	 67   7  24	
 50  21  33	 77 -13  39	
 42  37  44	 33  28  34	
 68   7  59	 30  21  28	
 57  12  46	 30  21  28	
 57  12  46	 82 -15  55	
 30  21  28	 82 -15  55	
 30  21  28	 33  24  34	
 67   7  24	 77 -13  39	
 77 -13  39	 49  21  46	
 77 -13  39	 71  -9  42	
 70 -13  41	 45  15  32	
 70 -13  41	 30  12  27	
 45  15  32	 30  12  27	
 60  13  49	 30  12  27	
 60  13  49	 43  24  36	
 60  13  49	 31  16  27	
 60  13  49	 55  25  44	
 60  13  49	 60  13  43	
 49  21  46	 31  16  27	
 43  24  36	 33  17  29	
 33  17  29	 87 -17  43	
 33  17  29	 82 -13  43	
 33  17  29	 82 -17  42	
 33  17  29	 60  13  43	
 71  -9  42	 75 -12  40	
 75 -12  40	 31  16  27	
 75 -12  40	 76   1  40	
 75 -12  40	 65  12  35	
 75 -12  40	 50  16  35	
 31  16  27	 76   1  40	
 31  16  27	 69   7  38	
 31  16  27	 89 -18  36	
 87 -17  43	 82 -13  43	
 82 -13  43	 82 -17  42	
 82 -13  43	 81  -3  40	
 82 -17  42	 81  -3  40	
 76   1  40	 65  12  35	
 65  12  35	 50  16  35	
 65  12  35	 69   7  38	
 65  12  35	 77   4  28	
 50  16  35	 77   4  28	
 69   7  38	 77   4  28	
 89 -18  36	 62  21  30	
 77   4  28	 93 -12  28	
 62  21  30	 93 -12  28	
 60   4   7	 74   2  -3	
 60   4   7	 67   2   3	
 60   4   7	 61   4   5	
 60   4   7	 70   2   1	
 60   4   7	 67   2   3	
 60   4   7	 72   2   2	
 74   2  -3	 74   1  -3	
 74   2  -3	 73   2  -3	
 74   2  -3	 60   3   5	
 74   2  -3	 61   4   5	
 74   2  -3	 70   2   1	
 74   1  -3	 73   2  -3	
 60   3   5	 34   4   2	
 60   3   5	 45   3   2	
 60   3   5	 51   3   4	
 34   4   2	 18   2  -2	
 34   4   2	 43   2  -2	
 34   4   2	 42   3  -2	
 34   4   2	 45   3   2	
 34   4   2	 61   3   0	
 34   4   2	 28   6   3	
 34   4   2	 44   5   6	
 34   4   2	 43   6   6	
 34   4   2	 37   7   6	
 34   4   2	 48   6   4	
 34   4   2	 67   1   1	
 18   2  -2	 43   2  -2	
 18   2  -2	 42   3  -2	
 43   2  -2	 65   1  -3	
 43   2  -2	 61   3   0	
 65   1  -3	 42   5  10	
 42   5  10	 14   2  -2	
 42   5  10	 61   3   0	
 42   5  10	 28   6   3	
 42   5  10	 31   5   6	
 14   2  -2	 49   3   1	
 49   3   1	 46   3   5	
 49   3   1	 28   6   3	
 46   3   5	 48   4   5	
 46   3   5	 46   4   5	
 67   2   3	 59   3   8	
 67   2   3	 70   2   1	
 67   2   3	 67   2   3	
 67   2   3	 72   2   2	
 67   2   3	 55   2   4	
 67   2   3	 47   3  -0	
 67   2   3	 52   8   6	
 67   2   3	 49   3   5	
 67   2   3	 51   1  -1	
 61   3   0	 28   6   3	
 61   3   0	 31   5   6	
 51   3   4	 70   2   1	
 70   2   1	 44   5   6	
 70   2   1	 35   3   0	
 44   5   6	 35   3   0	
 44   5   6	 67   1   1	
 44   5   6	 36   4   5	
 43   6   6	 48   4   5	
 43   6   6	 37   7   6	
 35   3   0	 27   2  -2	
 48   4   5	 46   4   5	
 37   7   6	 46   4   5	
 37   7   6	 46   7   5	
 46   4   5	 48   6   4	
 46   4   5	 75   1   0	
 46   4   5	 46   7   5	
 46   4   5	 32   5   2	
 46   4   5	 60   3   5	
 46   4   5	 75   1   1	
 46   4   5	 32   2  -2	
 46   4   5	 79   0   4	
 48   6   4	 32   5   2	
 67   1   1	 36   4   5	
 67   1   1	 51   3   2	
 27   2  -2	 55   2   4	
 27   2  -2	 36   4   5	
 27   2  -2	 51   3   2	
 27   2  -2	 64   2   1	
 27   2  -2	 45   7  10	
 27   2  -2	 78   1   1	
 27   2  -2	 47   3   3	
 27   2  -2	 39   3   3	
 55   2   4	 41   5   8	
 75   1   0	 69   3   8	
 75   1   0	 79   0   4	
 75   1   0	 37   1   0	
 75   1   0	 61   0   1	
 75   1   0	 83   0   0	
 75   1   0	 82   0   0	
 75   1   0	 80   0   0	
 36   4   5	 64   2   1	
 47   3  -0	 49   3   5	
 47   3  -0	 72   2   3	
 51   3   2	 32   5   2	
 51   3   2	 64   2   1	
 51   3   2	 75   1   1	
 51   3   2	 75   1   2	
 51   3   2	 32   2  -2	
 51   3   2	 39   3   3	
 51   3   2	 68   3  11	
 64   2   1	 75   1   2	
 52   8   6	 50   7   8	
 45   7  10	 50   7   8	
 45   7  10	 49   3   5	
 45   7  10	 41   5   8	
 45   7  10	 57   6  11	
 45   7  10	 72   2   3	
 45   7  10	 50   3   6	
 45   7  10	 69   3   7	
 50   7   8	 41   5   8	
 50   7   8	 57   6  11	
 49   3   5	 72   2   3	
 49   3   5	 50   3   6	
 41   5   8	 78   1   1	
 41   5   8	 57   6  11	
 51   1  -1	 72   2   3	
 72   2   3	 50   3   6	
 72   2   3	 69   3   7	
 72   2   3	 66   3   6	
 75   1   1	 69   3   8	
 47   3   3	 68   3  11	
 39   3   3	 68   3  11	
 68   3  11	 84   1  -1	
 69   3   7	 66   3   6	
 69   3   7	 72   2   6	
 79   0   4	 37   1   0	
 51   2   3	 84   1  -1	
 51   2   3	 85   0  -1	
 37   1   0	 85   0  -1	
 84   1  -1	 72   2   6	
100  -0   0	 67  10  27	
100  -0   0	 66  10  26	
 67  10  27	 49   6  15	
 67  10  27	 68   6  24	
 67  10  27	 25   3   7	
 67  10  27	 27   4   9	
 67  10  27	 63   7  22	
 67  10  27	 66  10  26	
 49   6  15	 70   9  21	
 49   6  15	 25   5   7	
 49   6  15	 68   6  24	
 49   6  15	 25   3   7	
 49   6  15	 66   7  25	
 70   9  21	 25   5   7	
 25   5   7	 68  10  21	
 25   5   7	 68  12  23	
 25   5   7	 66   7  25	
 68  10  21	 68  12  23	
 68  12  23	 38  16  15	
 68  12  23	 67   9  23	
 68  12  23	 27   4   9	
 68  12  23	 49   9  16	
 68  12  23	 28   5  10	
 68  12  23	 58  16  24	
 68  12  23	 38   7  10	
 38  16  15	 75   7  13	
 38  16  15	 68   8   7	
 38  16  15	 58  16  24	
 11   3   2	 57  26  27	
 11   3   2	 75   7  13	
 57  26  27	 73  15  24	
 57  26  27	 67  16  35	
 73  15  24	 79  10  19	
 73  15  24	 67  16  35	
 79  10  19	 31   8  16	
 79  10  19	 67  16  35	
 63  31  51	 54  45  49	
 63  31  51	 31   8  16	
 54  45  49	 63  16  43	
 54  45  49	 61  21  44	
 54  45  49	 51  40  37	
 54  45  49	 55  13  26	
 54  45  49	 57  18  41	
 54  45  49	 59  26  43	
 45   6 -15	 70   6   5	
 45   6 -15	 46  20   1	
 45   6 -15	 51   8 -18	
 45   6 -15	 55  13  26	
 45   6 -15	 47  21  -7	
 45   6 -15	 50  12  -5	
 45   6 -15	 52   3  -9	
 45   6 -15	 62  12  12	
 45   6 -15	 50  24  12	
 45   6 -15	 50   9  -5	
 45   6 -15	 49  20   5	
 45   6 -15	 67   4  -1	
 45   6 -15	 53  13   6	
 45   6 -15	 48  10 -20	
 45   6 -15	 61  16  34	
 75   7  13	 58  24  33	
 75   7  13	 68   8   7	
 75   7  13	 48  -7  13	
 75   7  13	 81   4   6	
 75   7  13	 38   7  10	
 75   7  13	 38   6  12	
 75   7  13	 59   0  15	
 75   7  13	 52  -2   9	
 75   7  13	 69  10  15	
 68   6  24	 25   3   7	
 31   8  16	 67  16  35	
 31   8  16	 58  24  33	
 25   3   7	 66   7  25	
 25   3   7	 67   9  23	
 67   9  23	 27   4   9	
 27   4   9	 63   7  22	
 27   4   9	 49   9  16	
 63   7  22	 49   9  16	
 63   7  22	 28   5  10	
 61  21  44	 51  40  37	
 66  10  26	 28   5  10	
 66  10  26	 52   6  21	
 66  10  26	 38   7  10	
 66  10  26	 38   6  12	
 66  10  26	 24   9   8	
 66  10  26	 64  12  24	
 51  40  37	 63  16  24	
 51  40  37	 59  26  43	
 51  40  37	 53  13   3	
 49   9  16	 28   5  10	
 48  -7  13	 51  -5  -6	
 48  -7  13	 81   2   4	
 63  16  24	 81   2   4	
 63  16  24	 78   4   6	
 51  -5  -6	 81   4   6	
 51  -5  -6	 63  -7  16	
 51  -5  -6	 84   0   3	
 51  -5  -6	 26   5 -26	
 51  -5  -6	 43  -0 -15	
 51  -5  -6	 74  -2   2	
 51  -5  -6	 78   4   6	
 51  -5  -6	 57  -5  -6	
 81   2   4	 63  -7  16	
 81   2   4	 84   0   3	
 58  16  24	 77   9  11	
 58  16  24	 38   7  10	
 52   6  21	 38   7  10	
 52   6  21	 38   6  12	
 77   9  11	 38   7  10	
 50  12  -5	 62  12  12	
 63  -7  16	 84   0   3	
 62  12  12	 53  13   3	
 62  12  12	 53  13   6	
 62  12  12	 65  12   6	
 62  12  12	 63  28  44	
 62  12  12	 52  13  16	
 53  13   3	 49  20   5	
 53  13   3	 57  32  22	
 53  13   3	 60  27  18	
 53  13   3	 52  13  16	
 50  24  12	 49  20   5	
 59   0  15	 26   5 -26	
 84   0   3	 78   4   6	
 26   5 -26	 52  -2   9	
 26   5 -26	 42  10 -44	
 26   5 -26	 24   6   2	
 26   5 -26	 54   0 -15	
 26   5 -26	 34  10 -17	
 26   5 -26	 21   3 -22	
 43  -0 -15	 78   4   6	
 43  -0 -15	 54   0 -15	
 43  -0 -15	 41   1 -35	
 52  -2   9	 24   6   2	
 74  -2   2	 44   6 -30	
 42  10 -44	 44   6 -30	
 24   6   2	 69  10  15	
 24   6   2	 42  35  28	
 24   6   2	 34  10 -17	
 78   4   6	 41   1 -35	
 44   6 -30	 54   0 -15	
 67   4  -1	 48  10 -20	
 67   4  -1	 65  12   6	
 53  13   6	 65  12   6	
 69  10  15	 24   9   8	
 57  -5  -6	 54   0 -15	
 54   0 -15	 35   2 -23	
 54   0 -15	 41   9 -42	
 54   0 -15	 21   3 -22	
 54   0 -15	 76  -4  -2	
 48  10 -20	 65  12   6	
 24   9   8	 42  35  28	
 24   9   8	 64  12  24	
 24   9   8	 41  50  41	
 65  12   6	 61  16  34	
 65  12   6	 62  25  15	
 34  10 -17	 41  50  41	
 35   2 -23	 41   9 -42	
 41   9 -42	 76  -4  -2	
 28  -0  20	 69   1  35	
 28  -0  20	 65   3  31	
 28  -0  20	 55   2  29	
 28  -0  20	 50   7  23	
 28  -0  20	 46   3  19	
 28  -0  20	 46   5  25	
 28  -0  20	 36   7  33	
 54   6  39	 66   5  36	
 54   6  39	 69   1  35	
 54   6  39	 62   3  26	
 54   6  39	 63   1  27	
 66   5  36	 54  12  49	
 54  12  49	 62   3  26	
 62  11  35	 69   1  35	
 62  11  35	 40  33  38	
 62  11  35	 62   3  26	
 62  11  35	 62  11  25	
 70   7  46	 55  13  27	
 70   7  46	 46  14  26	
 35   3  24	 40   1   8	
 35   3  24	 46  14  26	
 35   3  24	 47  10  20	
 35   3  24	 34  -1   2	
 55  13  27	 40  33  38	
 69   1  35	 62   3  26	
 69   1  35	 63   1  27	
 69   1  35	 62  11  25	
 69   1  35	 73   3  17	
 69   1  35	 71   4  28	
 69   1  35	 66   7  32	
 69   1  35	 55  -0  30	
 40  33  38	 46  14  26	
 40  33  38	 31  34  31	
 40  33  38	 62  11  25	
 40  33  38	 64  12  47	
 40  33  38	 32  40  32	
 46  14  26	 64  12  47	
 65   3  31	 52  11  47	
 52  11  47	 50   7  23	
 52  11  47	 71   4  28	
 62  11  25	 70  12  52	
 62  11  25	 73   3  17	
 62  11  25	 32  40  32	
